instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd sequential-induced-except-4-pf sequential-induced-except-4-pd sequential-d2-induced-except-4-pf sequential-d2-induced-except-4-pd sequential-induced-except-5-pf sequential-induced-except-5-pd sequential-d2-induced-except-5-pf sequential-d2-induced-except-5-pd sequential-induced-except-10-pf sequential-induced-except-10-pd sequential-d2-induced-except-10-pf sequential-d2-induced-except-10-pd sequential-induced-except-20-pf sequential-induced-except-20-pd sequential-d2-induced-except-20-pf sequential-d2-induced-except-20-pd
g2-g95 11 898241 202394 898208 399134 899406 201299 899406 201299 899394 200157 899394 200157 899394 200157 899394 200157 899394 200157 899394 200157 899394 200157 899394 200157 899394 200157 899394 200157 899394 200157 899394 200157
g2-g96 11 898519 201897 899109 398925 899456 201074 899456 201074 899394 200232 899394 200232 899394 200232 899394 200232 899394 200232 899394 200232 899394 200232 899394 200232 899394 200232 899394 200232 899394 200232 899394 200232
g2-g97 11 898644 201632 899000 399875 899797 200943 899797 200943 899394 200243 899394 200243 899394 200243 899394 200243 899394 200243 899394 200243 899394 200243 899394 200243 899394 200243 899394 200243 899394 200243 899394 200243
g2-g98 11 899193 202458 899193 399570 899459 200640 899459 200640 899394 200485 899394 200485 899394 200485 899394 200485 899394 200485 899394 200485 899394 200485 899394 200485 899394 200485 899394 200485 899394 200485 899394 200485
g2-g99 11 899193 202472 899193 399575 899739 200548 899739 200548 899394 200480 899394 200480 899394 200480 899394 200480 899394 200480 899394 200480 899394 200480 899394 200480 899394 200480 899394 200480 899394 200480 899394 200480
g20-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 963672 382872 963672 382872
g20-g101 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 982731 347715 982731 347715
g20-g102 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 983813 355932 983813 355932
g20-g103 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 748791 744693 748791 744693 983813 356520 983813 356520
g20-g104 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 955423 390517 955423 390699 982010 344506 982010 344506
g20-g105 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 955207 390361 955207 390543 982327 344307 982327 344307
g20-g106 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 976929 353672 976929 357154 982941 345323 982941 345323
g20-g107 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 970034 367253 970034 368722 982551 344541 982551 344541
g20-g108 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 972935 363220 972935 365554 982280 344543 982280 344543
g20-g109 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 983168 348084 983168 348084
g20-g110 11 948518 333956 943584 701322 955753 335060 952993 721812 969930 347526 956975 740886 975671 348008 969433 828212 978794 345433 976711 861118 979619 347133 978922 777224 982688 346767 982688 357315 983954 353315 983954 353315
g20-g111 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 976929 353672 976929 357154 982646 345204 982646 345204
g20-g112 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 980938 343184 980938 343184
g20-g51 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 893880 556756 893880 556756 975110 363524 975110 363524
g20-g52 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 974061 354447 974061 354447
g20-g53 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 846928 361086 846928 361086 978382 368836 978382 368836
g20-g54 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 729592 289682 729592 289682 979589 357707 979589 357707
g20-g55 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 980503 359635 980503 359635
g20-g56 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 871817 350358 871817 350358 979556 358299 979556 358299
g20-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 956489 372434 956489 372434
g20-g61 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 980099 350269 980099 350269
g20-g62 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 978708 347944 978708 347944
g20-g63 11 0 0 0 0 0 0 0 0 461513 301074 0 0 798266 454956 0 0 892585 439057 0 0 944355 414473 929904 501708 979506 361655 979506 368027 981802 364755 981802 364755
g20-g64 11 981251 399598 981251 581432 981676 397787 981676 588560 981517 397075 981517 589664 981658 395729 981658 596078 981484 393737 981484 587419 981734 392711 981734 563688 981886 389846 981886 396360 981953 387627 981953 387627
g20-g65 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 747622 722763 747622 722763 982288 362099 982288 362099
g20-g67 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 981109 350725 981109 350725
g20-g68 11 982316 372516 982316 755034 982316 372516 982316 755034 982316 372516 982316 755034 982316 372516 982316 755034 982316 372516 982316 745498 982316 372516 982316 698162 982316 372516 982316 385514 982316 372516 982316 372516
g20-g69 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 981921 351974 981921 351974
g20-g70 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 977906 345635 977906 345635
g20-g71 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 981830 351213 981830 351213
g20-g72 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 966263 364579 966263 364579
g20-g74 11 0 0 0 0 0 0 0 0 729592 289682 729592 289682 806585 286825 806585 286825 832578 294799 832578 294799 865655 302027 865655 302027 957668 447037 957668 456522 973305 359738 973305 359738
g20-g75 11 980228 408627 980113 685090 980278 405806 980437 685243 980395 402164 980588 687177 980693 402132 980538 688290 980748 399034 980792 680962 980646 398089 980646 649608 981638 390514 981638 403348 981911 379424 981911 379424
g20-g76 11 982556 422259 982556 678267 982525 420647 982525 678011 982638 417630 982638 678483 982484 417058 982484 678887 982551 415156 982551 673688 982583 413300 982583 647797 982728 410942 982728 425405 982636 410161 982636 410161
g20-g77 11 982777 476133 982777 658791 982777 476133 982777 658791 982777 476133 982777 658791 982777 476133 982777 658791 982777 476133 982777 657286 982777 476133 982777 652542 982777 476133 982777 494906 982777 476133 982777 476133
g20-g78 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 976254 358071 976254 362395 982794 358721 982794 358721
g20-g79 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 980535 346408 980535 346408
g20-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 969230 362541 969230 362541
g20-g81 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749836 740946 749836 740946 983394 358850 983394 358850
g20-g83 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 983400 356808 983400 356808
g20-g84 11 983400 387106 983400 696467 983400 387106 983400 696467 983400 387106 983400 696467 983400 387106 983400 696467 983400 387106 983400 689602 983400 387106 983400 655957 983400 387106 983400 401187 983400 387106 983400 387106
g20-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 977976 343757 977976 343757
g20-g87 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 931291 325520 931291 326863 982220 346854 982220 346854
g20-g88 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 948119 340943 948119 341014 982954 350076 982954 350076
g20-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 978550 345117 978550 345117
g20-g90 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 983704 357306 983704 357306
g20-g91 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 980861 342682 980861 342682
g20-g92 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 980749 343451 980749 343451
g20-g94 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 983280 349239 983280 349239
g20-g95 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 975352 352837 975352 352837
g20-g96 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 976387 350359 976387 350359
g20-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 977041 349491 977041 349491
g20-g98 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 979487 344567 979487 344567
g20-g99 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 979996 345757 979996 345757
g21-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g101 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g102 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g103 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g104 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g105 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g106 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g107 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g108 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g109 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g110 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g111 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g112 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g51 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g52 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g53 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g54 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g55 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g56 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g61 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g62 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g63 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g64 11 952487 410147 952487 410147 961395 419555 961395 419555 963576 426456 963576 426456 966516 454672 966516 455384 967342 460995 967342 461716 969939 487811 969939 490238 975765 564285 975765 568532 979722 682109 979722 695911
g21-g65 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g67 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g68 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g69 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g70 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g71 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g72 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g74 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g75 11 0 0 0 0 0 0 0 0 0 0 0 0 483285 386345 483285 386345 826766 661480 826766 661480 868495 748525 868495 748525 959140 719217 959140 892215 975342 539918 975342 931877
g21-g76 11 981956 621027 981956 939952 981956 621027 981956 939952 981944 621276 981944 940174 982009 621176 982009 940193 982141 621603 982141 940208 982214 622445 982214 940202 981840 621526 981840 939660 982260 631624 982260 940305
g21-g77 11 982777 537084 982777 940673 982777 537084 982777 940673 982777 537084 982777 940673 982777 537084 982777 940673 982777 537084 982777 940673 982777 537084 982777 940673 982777 537084 982777 940673 982777 537084 982777 940673
g21-g78 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g79 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g81 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g83 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g84 11 983400 804684 983400 945796 983400 804684 983400 945796 983400 804684 983400 945796 983400 804684 983400 945796 983400 804684 983400 945796 983400 804684 983400 945796 983400 804684 983400 945796 983400 804684 983400 945796
g21-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g87 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g88 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g90 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g91 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g92 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g94 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g95 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g96 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g98 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g99 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g22-g100 11 0 0 0 0 0 0 0 0 874470 155867 874470 155867 943808 93411 943808 93411 970829 94954 970829 94954 976498 108875 976498 108875 984346 100873 984346 100873 984346 100873 984346 100873
g22-g101 11 857067 165495 499334 1315 974274 113787 952432 133279 975253 114248 971480 129678 977149 109767 977206 114728 983832 98129 978720 101895 984638 101684 981324 103734 984638 101684 984638 101684 984638 101684 984638 101684
g22-g102 11 958116 134505 748791 251038 975253 119899 952432 133788 983832 98813 972321 127587 984638 102471 977206 115619 984638 102471 978720 102609 984638 102471 981324 104559 984638 102471 984638 102471 984638 102471 984638 102471
g22-g103 11 984638 104004 748791 251529 984638 104004 954151 143895 984638 104004 972321 128761 984638 104004 977206 116894 984638 104004 978720 103947 984638 104004 981324 105696 984638 104004 984638 104004 984638 104004 984638 104004
g22-g104 11 978080 95681 973952 324917 978508 89029 975148 125154 979247 86227 977089 96868 980361 85519 978963 89628 981646 86357 981152 89317 982423 87599 982430 90131 984410 99872 984410 99872 984797 100596 984797 100596
g22-g105 11 978364 95300 973742 324823 978941 89107 975294 125555 979146 86774 977166 97029 980763 85944 978730 90218 981830 86087 981162 89791 982586 87582 982702 90157 984622 99731 984622 99731 984761 100771 984761 100771
g22-g106 11 981483 89137 977287 321763 981409 86324 978076 123976 982094 86954 980112 97065 982564 87923 981318 93003 983428 89317 982851 94144 983892 91475 983827 94137 984842 101209 984842 101209 984842 101209 984842 101209
g22-g107 11 980165 91169 975446 323688 979963 87234 976280 125093 980481 85358 978509 95933 981088 84965 979834 89804 981965 85892 981576 89868 983109 88080 983157 90102 984627 100382 984627 100382 984787 100275 984787 100275
g22-g108 11 980505 90774 975973 323995 980095 86676 976859 124672 980657 85406 978286 95282 981074 85083 979948 89484 982003 86493 981686 89704 983015 87762 982882 89550 984876 100253 984876 100253 984814 100926 984814 100926
g22-g109 11 856654 163896 666609 222201 974682 112315 971208 158260 975618 112570 975618 117347 977687 108411 976900 112714 984270 96929 981471 108009 984919 100702 984919 107821 984919 100702 984919 100702 984919 100702 984919 100702
g22-g110 11 984231 92753 984029 289265 984676 94280 984076 130609 984739 95953 984400 109050 984772 98207 984410 107941 984782 99341 984801 110087 984889 100384 984889 107015 984742 101187 984742 101187 984742 101187 984742 101187
g22-g111 11 981822 89289 977095 319665 981344 85709 978036 123518 981551 84595 979129 95329 981952 85276 980872 90117 982593 86325 982151 90562 983396 88385 983361 91039 984713 100139 984713 100139 985015 100655 985015 100655
g22-g112 11 912408 113618 895113 243079 956962 96197 955003 114279 972265 95861 972424 101328 976732 101254 976042 101260 979281 95393 978468 98542 982742 88446 983114 89649 984687 99994 984687 99994 984687 99994 984687 99994
g22-g51 11 965135 281505 965135 309168 968840 229441 968840 234535 971021 191930 971021 193547 973517 166520 973517 167621 975203 152792 975203 153838 976387 144652 976387 145319 978039 139885 978039 139885 978039 139885 978039 139885
